Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Region,State,City,Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit
ORD-1531,2023-06-14,2023-06-16,Express,Neha Iyer,Consumer,East,West Bengal,Howrah,Clothing,Track Pants,7,1703.83,0.2,9541.45,2467.54
ORD-3106,2023-06-14,2023-06-17,Express,Isha Kapoor,Corporate,North,Punjab,Ludhiana,Electronics,Wireless Mouse,3,5090.8,0.2,12217.92,612.3
ORD-1664,2023-06-15,2023-06-18,Express,Vivaan Menon,Consumer,North,Punjab,Ludhiana,Clothing,Denim Jeans,8,762.65,0.2,4880.96,847.48
ORD-1266,2023-06-15,2023-06-20,Standard,Kiara Rao,Consumer,East,Bihar,Muzaffarpur,Furniture,Sofa Set,6,19074.54,0.05,108724.88,8701.13
ORD-1561,2023-06-15,2023-06-18,Express,Kavya Patel,Corporate,West,Maharashtra,Nagpur,Electronics,Laptop Stand,3,8944.36,0.05,25491.43,5198.19
ORD-1995,2023-06-15,2023-06-20,Standard,Aadhya Reddy,Consumer,North,Delhi,Rohini,Electronics,USB-C Hub,2,8784.87,0.1,15812.77,1816.63
ORD-1885,2023-06-16,2023-06-18,Express,Aarav Chatterjee,Home Office,South,Tamil Nadu,Coimbatore,Home & Kitchen,Vacuum Flask,7,992.91,0.05,6602.85,1365.28
ORD-1733,2023-06-16,2023-06-21,Standard,Meera Das,Corporate,North,Haryana,Gurugram,Furniture,Wardrobe,1,9291.18,0.2,7432.94,-48.89
ORD-1374,2023-06-16,2023-06-22,Standard,Isha Kapoor,Home Office,South,Tamil Nadu,Chennai,Stationery,Gel Pen Set,3,926.24,0.05,2639.78,652.86
ORD-1944,2023-06-16,2023-06-23,Standard,Amit Iyer,Corporate,West,Gujarat,Vadodara,Furniture,Dining Table,2,19026.78,0.05,36150.88,3526.12
ORD-1728,2023-06-17,2023-06-20,Express,Nikhil Mukherjee,Consumer,West,Rajasthan,Jaipur,Home & Kitchen,Storage Containers,8,1123.84,0.2,7192.58,315.13
ORD-3132,2023-06-17,2023-06-19,Express,Arjun Das,Consumer,North,Delhi,Dwarka,Electronics,Power Bank,4,7689.16,0.0,30756.64,5498.61
ORD-1372,2023-06-17,2023-06-19,Express,Vivaan Bose,Consumer,East,Jharkhand,Dhanbad,Home & Kitchen,Vacuum Flask,2,3741.91,0.15,6361.25,524.72
ORD-2217,2023-06-17,2023-06-19,Express,Aadhya Sharma,Consumer,South,Kerala,Kozhikode,Home & Kitchen,Cutlery Set,7,6563.15,0.2,36753.64,5787.81
ORD-3110,2023-06-17,2023-06-20,Express,Anika Das,Consumer,West,Goa,Margao,Electronics,Webcam,1,6789.84,0.1,6110.86,926.72
ORD-2132,2023-06-17,2023-06-21,Standard,Priya Chatterjee,Corporate,East,Odisha,Bhubaneswar,Electronics,Smartwatch,7,7753.98,0.0,54277.86,5826.28
ORD-1558,2023-06-18,2023-06-20,Express,Aditya Mukherjee,Corporate,East,Jharkhand,Ranchi,Electronics,Wireless Mouse,1,2687.1,0.0,2687.1,255.02
ORD-1455,2023-06-18,2023-06-24,Standard,Saanvi Chatterjee,Corporate,North,Delhi,New Delhi,Clothing,Cotton T-Shirt,8,1018.73,0.0,8149.84,1311.2
ORD-2563,2023-06-18,2023-06-20,Express,Myra Menon,Home Office,South,Tamil Nadu,Chennai,Stationery,Sketch Kit,6,313.33,0.05,1785.98,416.84
ORD-1838,2023-06-18,2023-06-21,Express,Pooja Das,Consumer,South,Kerala,Kozhikode,Furniture,Bed Frame,1,21959.72,0.15,18665.76,144.97
ORD-2829,2023-06-18,2023-06-25,Standard,Amit Menon,Consumer,North,Punjab,Amritsar,Clothing,Formal Shirt,8,2648.6,0.2,16951.04,2122.28
ORD-2985,2023-06-19,2023-06-25,Standard,Anika Verma,Home Office,North,Haryana,Faridabad,Furniture,Dining Table,5,17113.75,0.0,85568.75,10541.49
ORD-2300,2023-06-19,2023-06-24,Standard,Aadhya Chauhan,Corporate,South,Karnataka,Mysuru,Furniture,Study Table,6,10357.45,0.3,43501.29,2212.83
ORD-2253,2023-06-19,2023-06-24,Standard,Kiara Verma,Consumer,North,Uttar Pradesh,Kanpur,Home & Kitchen,Storage Containers,1,4217.04,0.0,4217.04,520.94
ORD-2638,2023-06-20,2023-06-20,Same Day,Krishna Kapoor,Consumer,East,Odisha,Rourkela,Home & Kitchen,Vacuum Flask,3,2745.6,0.15,7001.28,888.82
ORD-1284,2023-06-20,2023-06-26,Standard,Meera Mukherjee,Home Office,East,Odisha,Rourkela,Home & Kitchen,Air Fryer,6,5959.52,0.05,33969.26,6114.0
ORD-1246,2023-06-20,2023-06-25,Standard,Kavya Bose,Home Office,South,Kerala,Kozhikode,Home & Kitchen,Non-stick Pan,8,6109.93,0.0,48879.44,10976.1
ORD-1671,2023-06-20,2023-06-26,Standard,Amit Reddy,Corporate,South,Kerala,Kozhikode,Clothing,Winter Jacket,6,861.83,0.15,4395.33,1213.44
ORD-1152,2023-06-21,2023-06-27,Standard,Riya Bose,Consumer,North,Punjab,Amritsar,Electronics,Laptop Stand,8,5261.73,0.0,42093.84,4040.54
ORD-1331,2023-06-21,2023-06-27,Standard,Saanvi Verma,Corporate,East,Bihar,Patna,Clothing,Formal Shirt,1,1144.72,0.0,1144.72,287.46
ORD-3105,2023-06-21,2023-06-28,Standard,Sai Das,Corporate,North,Delhi,Dwarka,Home & Kitchen,Storage Containers,3,4876.72,0.15,12435.64,1032.6
ORD-2090,2023-06-21,2023-06-26,Standard,Aditya Pillai,Consumer,North,Delhi,Dwarka,Stationery,Sticky Notes,6,823.86,0.1,4448.84,1413.95
ORD-3128,2023-06-22,2023-06-29,Standard,Isha Menon,Corporate,North,Delhi,Dwarka,Clothing,Cotton T-Shirt,2,2285.02,0.05,4341.54,1337.12
ORD-2105,2023-06-22,2023-06-29,Standard,Vihaan Iyer,Corporate,West,Gujarat,Vadodara,Electronics,Webcam,5,1307.32,0.0,6536.6,745.9
ORD-1706,2023-06-23,2023-06-26,Express,Ishaan Reddy,Consumer,East,Odisha,Bhubaneswar,Stationery,Desk Organizer,8,903.24,0.05,6864.62,1605.95
ORD-1204,2023-06-24,2023-06-30,Standard,Karan Pillai,Corporate,South,Telangana,Hyderabad,Clothing,Winter Jacket,6,2100.53,0.0,12603.18,2453.41
ORD-3059,2023-06-24,2023-06-28,Standard,Karan Bhatt,Consumer,East,Odisha,Rourkela,Electronics,Wireless Mouse,7,2419.09,0.0,16933.63,2710.63
ORD-2126,2023-06-24,2023-06-29,Standard,Vivaan Iyer,Consumer,South,Telangana,Nizamabad,Home & Kitchen,Water Bottle,1,907.81,0.1,817.03,174.55
ORD-1505,2023-06-24,2023-06-26,Express,Sai Chatterjee,Home Office,North,Delhi,Dwarka,Home & Kitchen,Non-stick Pan,4,5117.47,0.1,18422.89,3919.02
ORD-1576,2023-06-24,2023-07-01,Standard,Pooja Verma,Corporate,South,Kerala,Kochi,Clothing,Saree,3,2841.42,0.05,8098.05,2272.5
ORD-2622,2023-06-25,2023-06-28,Express,Riya Joshi,Consumer,North,Punjab,Ludhiana,Electronics,Bluetooth Speaker,1,1873.99,0.15,1592.89,190.33
ORD-2137,2023-06-26,2023-06-30,Standard,Amit Das,Corporate,South,Karnataka,Mysuru,Furniture,Wardrobe,6,3780.76,0.0,22684.56,1376.88
ORD-1676,2023-06-26,2023-07-03,Standard,Rahul Sharma,Consumer,East,Odisha,Rourkela,Clothing,Formal Shirt,2,1286.78,0.1,2316.2,600.49
ORD-1764,2023-06-26,2023-07-01,Standard,Vihaan Iyer,Corporate,West,Gujarat,Vadodara,Electronics,USB-C Hub,8,6561.85,0.2,41995.84,1883.47
ORD-2266,2023-06-26,2023-06-28,Express,Karan Rao,Consumer,East,West Bengal,Kolkata,Clothing,Sports Shoes,5,1561.78,0.1,7028.01,1108.6
ORD-1981,2023-06-27,2023-07-03,Standard,Anika Joshi,Consumer,North,Uttar Pradesh,Noida,Clothing,Track Pants,6,2176.35,0.1,11752.29,3107.41
ORD-2571,2023-06-27,2023-07-03,Standard,Aditya Gupta,Consumer,East,Odisha,Cuttack,Home & Kitchen,LED Lamp,4,1970.37,0.0,7881.48,1546.09
ORD-1065,2023-06-28,2023-07-04,Standard,Myra Kapoor,Corporate,South,Kerala,Kozhikode,Electronics,Wireless Mouse,2,4450.64,0.0,8901.28,1478.64
ORD-2661,2023-06-28,2023-06-28,Same Day,Kavya Singh,Consumer,South,Telangana,Warangal,Electronics,Wireless Mouse,4,3000.04,0.0,12000.16,2468.92
ORD-2431,2023-06-28,2023-07-01,Express,Aadhya Verma,Consumer,West,Maharashtra,Mumbai,Electronics,USB-C Hub,4,6153.42,0.1,22152.31,2155.67
ORD-1184,2023-06-28,2023-07-05,Standard,Priya Bose,Corporate,East,Odisha,Rourkela,Clothing,Formal Shirt,3,2293.96,0.2,5505.5,1540.11
ORD-1312,2023-06-29,2023-07-02,Express,Myra Iyer,Corporate,East,Jharkhand,Jamshedpur,Stationery,Sketch Kit,6,488.35,0.15,2490.59,848.19
ORD-1369,2023-06-29,2023-07-01,Express,Rohan Pillai,Consumer,West,Gujarat,Ahmedabad,Electronics,Earbuds,5,7626.06,0.0,38130.3,6036.0
ORD-1323,2023-06-30,2023-07-04,Standard,Ananya Malhotra,Corporate,West,Maharashtra,Nagpur,Electronics,Earbuds,4,7480.38,0.2,23937.22,3505.75
ORD-1545,2023-06-30,2023-07-02,Express,Sai Nair,Corporate,West,Gujarat,Vadodara,Furniture,Sofa Set,4,3131.17,0.0,12524.68,933.41
ORD-1142,2023-07-01,2023-07-06,Standard,Priya Das,Corporate,East,Jharkhand,Dhanbad,Stationery,File Folder,2,934.46,0.0,1868.92,746.55
ORD-1771,2023-07-01,2023-07-07,Standard,Kiara Das,Home Office,East,Jharkhand,Ranchi,Electronics,Laptop Stand,5,2399.47,0.2,9597.88,1181.77
ORD-2273,2023-07-02,2023-07-04,Express,Isha Patel,Corporate,West,Rajasthan,Udaipur,Home & Kitchen,Non-stick Pan,3,4477.63,0.0,13432.89,1902.32
ORD-2712,2023-07-02,2023-07-05,Express,Anika Bose,Consumer,West,Maharashtra,Mumbai,Electronics,USB-C Hub,3,5865.66,0.0,17596.98,2933.28
ORD-2526,2023-07-02,2023-07-06,Standard,Reyansh Malhotra,Home Office,North,Haryana,Panipat,Furniture,Dining Table,2,14987.03,0.2,23979.25,1020.45
ORD-1381,2023-07-03,2023-07-05,Express,Vihaan Iyer,Consumer,West,Maharashtra,Pune,Clothing,Denim Jeans,2,2326.72,0.2,3722.75,460.67
ORD-1855,2023-07-03,2023-07-07,Standard,Arjun Pillai,Home Office,North,Haryana,Panipat,Stationery,Sketch Kit,1,358.2,0.0,358.2,91.15
ORD-3079,2023-07-03,2023-07-09,Standard,Reyansh Das,Corporate,North,Punjab,Ludhiana,Furniture,Study Table,4,14879.76,0.05,56543.09,4650.95
ORD-1690,2023-07-03,2023-07-06,Express,Reyansh Joshi,Corporate,West,Maharashtra,Mumbai,Electronics,Power Bank,8,4308.57,0.05,32745.13,2311.09
ORD-1510,2023-07-03,2023-07-06,Express,Isha Malhotra,Home Office,East,Odisha,Bhubaneswar,Clothing,Sports Shoes,7,585.74,0.1,3690.16,651.21
ORD-1581,2023-07-04,2023-07-08,Standard,Myra Bhatt,Corporate,South,Karnataka,Bengaluru,Home & Kitchen,Vacuum Flask,5,6507.11,0.0,32535.55,3397.79
ORD-2245,2023-07-04,2023-07-06,Express,Vihaan Gupta,Corporate,South,Tamil Nadu,Madurai,Electronics,Wireless Mouse,8,4234.19,0.0,33873.52,5042.24
ORD-2432,2023-07-05,2023-07-09,Standard,Ishaan Sharma,Home Office,East,Odisha,Rourkela,Furniture,Office Chair,7,10718.28,0.2,60022.37,3542.27
ORD-2161,2023-07-05,2023-07-11,Standard,Aadhya Sharma,Consumer,North,Uttar Pradesh,Lucknow,Electronics,Power Bank,7,3218.66,0.0,22530.62,4280.04
ORD-2175,2023-07-06,2023-07-08,Express,Nikhil Gupta,Corporate,South,Telangana,Warangal,Home & Kitchen,Mixer Grinder,8,5888.76,0.0,47110.08,11390.7
ORD-2182,2023-07-06,2023-07-12,Standard,Nikhil Rao,Consumer,West,Maharashtra,Mumbai,Clothing,Saree,4,1165.96,0.05,4430.65,932.84
ORD-1185,2023-07-06,2023-07-12,Standard,Krishna Mukherjee,Home Office,South,Karnataka,Mysuru,Electronics,Wireless Mouse,2,7518.79,0.1,13533.82,2058.49
ORD-2192,2023-07-07,2023-07-09,Express,Rohan Sharma,Consumer,North,Haryana,Faridabad,Stationery,Sketch Kit,4,212.77,0.0,851.08,261.04
ORD-1795,2023-07-09,2023-07-16,Standard,Suresh Reddy,Corporate,North,Punjab,Ludhiana,Electronics,Laptop Stand,3,7742.52,0.15,19743.43,1320.44
ORD-1307,2023-07-09,2023-07-14,Standard,Ananya Gupta,Consumer,East,West Bengal,Kolkata,Home & Kitchen,LED Lamp,3,1379.95,0.0,4139.85,824.4
ORD-1982,2023-07-09,2023-07-11,Express,Rohan Singh,Home Office,West,Maharashtra,Mumbai,Electronics,Power Bank,6,1607.69,0.0,9646.14,1899.57
ORD-1739,2023-07-10,2023-07-13,Express,Nikhil Joshi,Consumer,West,Goa,Vasco da Gama,Electronics,USB-C Hub,7,6030.03,0.3,29547.15,226.68
ORD-1418,2023-07-11,2023-07-18,Standard,Sneha Reddy,Consumer,South,Tamil Nadu,Chennai,Stationery,Whiteboard,7,159.84,0.0,1118.88,330.54
ORD-1191,2023-07-11,2023-07-13,Express,Saanvi Verma,Consumer,East,Jharkhand,Jamshedpur,Electronics,Power Bank,2,1410.37,0.0,2820.74,439.48
ORD-2762,2023-07-12,2023-07-14,Express,Karan Chauhan,Corporate,South,Kerala,Thiruvananthapuram,Stationery,Highlighter Set,8,409.35,0.0,3274.8,1097.75
ORD-2621,2023-07-12,2023-07-17,Standard,Ishaan Nair,Consumer,South,Kerala,Thiruvananthapuram,Home & Kitchen,Air Fryer,4,747.8,0.0,2991.2,703.53
ORD-1299,2023-07-12,2023-07-19,Standard,Kiara Singh,Consumer,South,Karnataka,Mangaluru,Clothing,Kurta Set,2,2188.17,0.05,4157.52,978.95
ORD-2956,2023-07-12,2023-07-19,Standard,Ishaan Joshi,Consumer,South,Tamil Nadu,Chennai,Clothing,Sports Shoes,6,2916.63,0.2,13999.82,2432.06
ORD-2184,2023-07-13,2023-07-17,Standard,Myra Menon,Consumer,South,Kerala,Kochi,Electronics,Smartwatch,2,2884.37,0.0,5768.74,680.03
ORD-2970,2023-07-13,2023-07-13,Same Day,Ishaan Joshi,Consumer,North,Punjab,Jalandhar,Electronics,Webcam,8,4443.35,0.0,35546.8,7140.08
ORD-2816,2023-07-13,2023-07-16,Express,Riya Das,Consumer,East,West Bengal,Kolkata,Electronics,Power Bank,8,7446.5,0.0,59572.0,10528.98
ORD-1271,2023-07-13,2023-07-19,Standard,Pooja Rao,Consumer,West,Goa,Panaji,Electronics,Earbuds,4,4986.86,0.15,16955.32,2049.06
ORD-3001,2023-07-13,2023-07-15,Express,Reyansh Mukherjee,Consumer,North,Uttar Pradesh,Kanpur,Electronics,Earbuds,2,914.05,0.05,1736.69,187.92
ORD-1063,2023-07-14,2023-07-19,Standard,Vivaan Chatterjee,Consumer,West,Maharashtra,Nagpur,Electronics,Bluetooth Speaker,4,1268.46,0.15,4312.76,276.03
ORD-1801,2023-07-14,2023-07-21,Standard,Myra Verma,Consumer,West,Goa,Margao,Home & Kitchen,Water Bottle,6,5029.36,0.1,27158.54,2477.45
ORD-2460,2023-07-14,2023-07-14,Same Day,Riya Mukherjee,Consumer,North,Uttar Pradesh,Kanpur,Furniture,Bookshelf,4,15093.81,0.1,54337.72,5222.31
ORD-1922,2023-07-16,2023-07-21,Standard,Neha Das,Home Office,North,Delhi,Dwarka,Furniture,Dining Table,1,19641.87,0.1,17677.68,1004.75
ORD-2193,2023-07-17,2023-07-21,Standard,Myra Sharma,Consumer,West,Maharashtra,Nagpur,Furniture,Office Chair,3,2817.13,0.2,6761.11,459.1
ORD-1193,2023-07-17,2023-07-17,Same Day,Pooja Bhatt,Consumer,West,Maharashtra,Nagpur,Clothing,Formal Shirt,2,625.27,0.1,1125.49,259.33
ORD-2604,2023-07-18,2023-07-22,Standard,Aadhya Sharma,Consumer,South,Tamil Nadu,Madurai,Stationery,Whiteboard,5,429.42,0.1,1932.39,705.63
ORD-1039,2023-07-18,2023-07-22,Standard,Ishaan Verma,Home Office,East,Odisha,Cuttack,Electronics,Smartwatch,3,5993.32,0.15,15282.97,754.4
ORD-3049,2023-07-18,2023-07-18,Same Day,Isha Rao,Consumer,East,Odisha,Rourkela,Home & Kitchen,Mixer Grinder,8,4023.62,0.1,28970.06,4948.15
ORD-1744,2023-07-18,2023-07-20,Express,Arjun Rao,Consumer,South,Telangana,Hyderabad,Electronics,Power Bank,3,2407.4,0.0,7222.2,856.31
ORD-2352,2023-07-18,2023-07-20,Express,Vivaan Nair,Consumer,East,Bihar,Patna,Home & Kitchen,Cutlery Set,1,3920.73,0.1,3528.66,365.22
ORD-1626,2023-07-18,2023-07-20,Express,Saanvi Sharma,Consumer,East,Jharkhand,Ranchi,Electronics,Wireless Mouse,1,8923.79,0.0,8923.79,1613.2
ORD-1228,2023-07-18,2023-07-25,Standard,Priya Verma,Consumer,South,Karnataka,Bengaluru,Home & Kitchen,Mixer Grinder,3,1377.22,0.15,3511.91,196.13
ORD-2167,2023-07-19,2023-07-21,Express,Suresh Patel,Consumer,South,Kerala,Kochi,Home & Kitchen,Mixer Grinder,3,3160.73,0.0,9482.19,1623.02
ORD-2739,2023-07-20,2023-07-25,Standard,Neha Reddy,Consumer,South,Telangana,Nizamabad,Stationery,File Folder,5,613.52,0.0,3067.6,699.2
ORD-2518,2023-07-20,2023-07-20,Same Day,Reyansh Bose,Corporate,West,Rajasthan,Jaipur,Electronics,Smartwatch,5,3165.09,0.05,15034.18,1779.7
ORD-2468,2023-07-20,2023-07-24,Standard,Krishna Bhatt,Corporate,South,Tamil Nadu,Chennai,Clothing,Winter Jacket,6,2201.53,0.05,12548.72,2304.56
ORD-2410,2023-07-22,2023-07-22,Same Day,Myra Chauhan,Consumer,North,Haryana,Panipat,Home & Kitchen,Mixer Grinder,7,692.7,0.0,4848.9,834.41
ORD-1212,2023-07-23,2023-07-27,Standard,Vivaan Pillai,Consumer,South,Telangana,Nizamabad,Furniture,Bookshelf,8,9268.18,0.0,74145.44,8687.13
ORD-2243,2023-07-24,2023-07-27,Express,Ananya Patel,Corporate,East,Jharkhand,Jamshedpur,Home & Kitchen,Non-stick Pan,7,3315.55,0.1,20887.97,3029.36
ORD-2978,2023-07-24,2023-07-30,Standard,Aarav Joshi,Consumer,North,Haryana,Panipat,Furniture,TV Unit,7,14955.81,0.0,104690.67,13337.7
ORD-1259,2023-07-24,2023-07-26,Express,Pooja Bhatt,Consumer,South,Telangana,Hyderabad,Electronics,Laptop Stand,2,8336.56,0.1,15005.81,2144.02
ORD-1499,2023-07-25,2023-07-27,Express,Aadhya Bhatt,Consumer,South,Tamil Nadu,Coimbatore,Home & Kitchen,Cutlery Set,2,2262.94,0.05,4299.59,543.96
ORD-1317,2023-07-25,2023-07-30,Standard,Arjun Nair,Consumer,East,Bihar,Gaya,Stationery,Whiteboard,2,245.25,0.05,465.97,115.89
ORD-1776,2023-07-25,2023-07-27,Express,Anika Gupta,Consumer,North,Haryana,Faridabad,Electronics,Power Bank,6,6160.5,0.05,35114.85,6566.03
ORD-1206,2023-07-25,2023-07-27,Express,Nikhil Gupta,Consumer,West,Gujarat,Surat,Home & Kitchen,Water Bottle,3,2398.87,0.0,7196.61,1207.65
ORD-3034,2023-07-26,2023-07-26,Same Day,Rahul Singh,Corporate,West,Maharashtra,Mumbai,Electronics,Bluetooth Speaker,5,2745.16,0.1,12353.22,1497.11
ORD-2635,2023-07-26,2023-07-30,Standard,Kiara Chauhan,Home Office,South,Tamil Nadu,Chennai,Stationery,Desk Organizer,7,70.43,0.05,468.36,153.0
ORD-2462,2023-07-27,2023-07-31,Standard,Sai Malhotra,Corporate,East,Odisha,Bhubaneswar,Home & Kitchen,Air Fryer,4,2007.81,0.0,8031.24,1250.03
ORD-1711,2023-07-27,2023-07-27,Same Day,Anika Gupta,Consumer,North,Haryana,Panipat,Electronics,USB-C Hub,2,8753.63,0.0,17507.26,2789.58
ORD-1129,2023-07-28,2023-08-02,Standard,Aarav Das,Corporate,West,Maharashtra,Nagpur,Home & Kitchen,Water Bottle,7,2276.79,0.0,15937.53,2143.64
ORD-1612,2023-07-29,2023-08-05,Standard,Rohan Rao,Consumer,North,Haryana,Faridabad,Electronics,Wireless Mouse,4,7685.28,0.05,29204.06,5257.79
ORD-2120,2023-07-29,2023-08-04,Standard,Vivaan Singh,Consumer,South,Tamil Nadu,Coimbatore,Electronics,Smartwatch,3,2899.52,0.0,8698.56,827.14
ORD-2720,2023-07-29,2023-08-05,Standard,Sneha Bhatt,Consumer,North,Haryana,Panipat,Electronics,Bluetooth Speaker,7,2534.24,0.05,16852.7,3218.52
ORD-1631,2023-07-30,2023-08-01,Express,Meera Sharma,Home Office,West,Maharashtra,Nagpur,Furniture,Wardrobe,6,23182.42,0.2,111275.62,7903.28
ORD-2730,2023-07-30,2023-08-01,Express,Ishaan Kapoor,Consumer,West,Maharashtra,Mumbai,Home & Kitchen,Storage Containers,3,4798.85,0.1,12956.9,2633.08
ORD-2908,2023-07-30,2023-08-01,Express,Ishaan Rao,Home Office,East,Jharkhand,Jamshedpur,Furniture,Dining Table,4,6631.65,0.15,22547.61,420.49
ORD-1476,2023-07-30,2023-08-06,Standard,Vivaan Mukherjee,Consumer,South,Telangana,Nizamabad,Clothing,Track Pants,7,1415.87,0.3,6937.76,595.45
ORD-2112,2023-07-30,2023-08-04,Standard,Sai Mukherjee,Consumer,North,Uttar Pradesh,Noida,Clothing,Cotton T-Shirt,3,1601.95,0.1,4325.27,888.04
ORD-2715,2023-07-30,2023-08-06,Standard,Vivaan Joshi,Corporate,North,Delhi,Dwarka,Furniture,Bed Frame,3,16263.55,0.3,34153.45,541.74
ORD-2056,2023-07-30,2023-08-01,Express,Vihaan Verma,Consumer,North,Delhi,Rohini,Home & Kitchen,Vacuum Flask,1,4761.75,0.1,4285.57,871.78
ORD-2919,2023-07-31,2023-08-04,Standard,Kiara Nair,Home Office,South,Kerala,Thiruvananthapuram,Electronics,Bluetooth Speaker,7,3625.78,0.3,17766.32,2256.07
ORD-1190,2023-07-31,2023-08-03,Express,Neha Rao,Consumer,East,West Bengal,Howrah,Home & Kitchen,LED Lamp,5,909.62,0.05,4320.69,487.08
ORD-2254,2023-07-31,2023-08-03,Express,Neha Mukherjee,Home Office,South,Tamil Nadu,Coimbatore,Electronics,Smartwatch,6,7783.11,0.0,46698.66,7777.51
ORD-2241,2023-08-02,2023-08-06,Standard,Kiara Iyer,Consumer,West,Goa,Margao,Stationery,File Folder,8,626.01,0.05,4757.68,1519.43
ORD-3183,2023-08-03,2023-08-07,Standard,Rahul Bose,Corporate,East,Bihar,Gaya,Clothing,Kurta Set,7,2357.42,0.0,16501.94,4368.85
ORD-3168,2023-08-03,2023-08-09,Standard,Rahul Bhatt,Consumer,West,Goa,Margao,Furniture,Dining Table,2,16775.03,0.0,33550.06,4870.32
ORD-2354,2023-08-03,2023-08-06,Express,Aadhya Patel,Consumer,East,West Bengal,Howrah,Furniture,Office Chair,8,8529.15,0.05,64821.54,8645.05
ORD-2586,2023-08-03,2023-08-09,Standard,Myra Menon,Corporate,East,Jharkhand,Dhanbad,Stationery,Highlighter Set,7,313.61,0.15,1865.98,370.89
ORD-1391,2023-08-03,2023-08-08,Standard,Amit Pillai,Consumer,North,Uttar Pradesh,Noida,Home & Kitchen,Cutlery Set,5,4486.26,0.05,21309.74,4251.64
ORD-1794,2023-08-04,2023-08-08,Standard,Myra Patel,Corporate,North,Haryana,Faridabad,Clothing,Kurta Set,3,1618.95,0.1,4371.17,1041.92
ORD-1236,2023-08-04,2023-08-07,Express,Sai Nair,Consumer,East,Odisha,Cuttack,Home & Kitchen,Water Bottle,4,1066.97,0.1,3841.09,595.73
ORD-1135,2023-08-05,2023-08-12,Standard,Kavya Pillai,Corporate,West,Rajasthan,Jaipur,Home & Kitchen,LED Lamp,6,403.91,0.0,2423.46,294.76
ORD-1009,2023-08-05,2023-08-10,Standard,Aadhya Joshi,Consumer,South,Telangana,Warangal,Home & Kitchen,Vacuum Flask,2,2564.17,0.1,4615.51,482.4
ORD-3136,2023-08-05,2023-08-10,Standard,Sneha Gupta,Corporate,West,Goa,Panaji,Home & Kitchen,Vacuum Flask,2,3651.74,0.0,7303.48,911.32
ORD-2764,2023-08-05,2023-08-11,Standard,Aadhya Das,Consumer,West,Gujarat,Surat,Stationery,File Folder,7,247.64,0.0,1733.48,611.87
ORD-2807,2023-08-05,2023-08-12,Standard,Anika Nair,Corporate,North,Haryana,Gurugram,Home & Kitchen,LED Lamp,8,3934.83,0.2,25182.91,3076.61
ORD-2353,2023-08-06,2023-08-06,Same Day,Kiara Malhotra,Home Office,North,Haryana,Panipat,Electronics,Webcam,8,1818.91,0.0,14551.28,3180.98
ORD-1486,2023-08-06,2023-08-10,Standard,Rahul Bhatt,Consumer,West,Gujarat,Ahmedabad,Clothing,Winter Jacket,4,1467.85,0.15,4990.69,1022.67
ORD-1596,2023-08-06,2023-08-09,Express,Vihaan Verma,Corporate,West,Rajasthan,Jaipur,Clothing,Sports Shoes,7,903.22,0.0,6322.54,1171.75
ORD-1814,2023-08-06,2023-08-12,Standard,Ishaan Pillai,Consumer,South,Karnataka,Mangaluru,Stationery,Whiteboard,4,765.46,0.0,3061.84,732.25
ORD-2825,2023-08-06,2023-08-06,Same Day,Rohan Pillai,Corporate,East,Odisha,Bhubaneswar,Clothing,Track Pants,8,1591.08,0.0,12728.64,3335.71
ORD-2961,2023-08-06,2023-08-11,Standard,Priya Joshi,Consumer,West,Maharashtra,Pune,Clothing,Sports Shoes,8,1373.94,0.05,10441.94,1606.79
ORD-2916,2023-08-07,2023-08-12,Standard,Kavya Das,Corporate,East,Bihar,Muzaffarpur,Stationery,Whiteboard,1,632.62,0.0,632.62,236.2
ORD-1849,2023-08-07,2023-08-10,Express,Karan Rao,Home Office,North,Haryana,Panipat,Clothing,Formal Shirt,1,1806.29,0.0,1806.29,589.5
ORD-1346,2023-08-07,2023-08-14,Standard,Sai Mukherjee,Corporate,East,West Bengal,Kolkata,Electronics,Earbuds,1,1805.98,0.15,1535.08,189.59
ORD-1672,2023-08-07,2023-08-11,Standard,Reyansh Kapoor,Consumer,South,Kerala,Thiruvananthapuram,Electronics,Bluetooth Speaker,5,3425.15,0.2,13700.6,2030.61
ORD-2013,2023-08-07,2023-08-12,Standard,Vivaan Das,Consumer,West,Goa,Panaji,Furniture,Bed Frame,7,9311.59,0.15,55403.96,398.53
ORD-1837,2023-08-07,2023-08-11,Standard,Priya Pillai,Corporate,West,Goa,Margao,Electronics,Smartwatch,2,1911.73,0.0,3823.46,578.8
ORD-1965,2023-08-08,2023-08-12,Standard,Krishna Menon,Consumer,West,Goa,Vasco da Gama,Home & Kitchen,Mixer Grinder,1,6729.66,0.0,6729.66,1527.57
ORD-1989,2023-08-08,2023-08-14,Standard,Nikhil Reddy,Consumer,East,Odisha,Rourkela,Clothing,Cotton T-Shirt,3,1115.2,0.05,3178.32,657.29
ORD-1904,2023-08-08,2023-08-11,Express,Vihaan Das,Corporate,North,Delhi,Dwarka,Electronics,Earbuds,4,1474.91,0.2,4719.71,498.63
ORD-2394,2023-08-08,2023-08-12,Standard,Arjun Patel,Consumer,East,Bihar,Gaya,Stationery,File Folder,5,782.89,0.0,3914.45,1129.49
